project_id;id;priority;status;short_desc;type;Reliability;Maintainability;Usability;Portability;Security;Performance;Other
MAVEN_PROJECT-355;MNG-2880;Major;Closed;error message for artifacts with classifiers doesnt instruct user to install with classier;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-356;MNG-3757;Minor;Closed;Setting M2_HOME to nothing and running ant delets contents of the current folder;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-357;MNG-479;Blocker;Closed;unable to override the default central repository;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-358;MNG-1419;Major;Closed;resolve outstanding wagon issues;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-359;MNG-3288;Minor;Closed;Invalid systemPath allows build to continue failing in later phase.;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-360;MNG-639;Critical;Closed;examine impact of multiple repositories on metadata;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-361;MNG-2733;Major;Closed;Fix NPE when request.setPomFile( file ) is used;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-362;MNG-2937;Major;Closed;it0013 and it0020 fail with missing plugins;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-363;MNG-1942;Major;Closed;mavenembedder logger not handling exception logs;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-364;MNG-5280;Major;Closed;Inconsistent order of repositories and pluginRepositories from profiles in settings regression Maven 3;Reliability;1;0;0;0;0;0;0
MAVEN_PROJECT-365;MNG-3836;Major;Closed;regression Inherited collection from plugin configuration is merged with configuration from child whereas child config should completely override collection;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-366;MNG-4874;Major;Closed;The <latestVersion> value isnt updated for local installs;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-367;MNG-2475;Minor;Closed;Need to finish escaping html in http://maven.apache.org/general.html#Compiling-J2SE-5;Usability;0;0;0;0;0;0;1
MAVEN_PROJECT-368;MNG-296;Major;Closed;m2 deploy on no project dies a horrible death;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-369;MNG-3856;Major;Closed;Fix interpolation to correctly treat all interpolated variables;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-370;MNG-307;Major;Closed;must set no-cache for SNAPSHOT.version.txt downloads;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-371;MNG-4116;Minor;Closed;regression Effective POM contains invalid URLs upon usage of percent-encoded characters;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-372;MNG-885;Major;Closed;no project definition leads to NPE in plugin parameter expression evaluator;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-373;MNG-757;Blocker;Closed;Transitive dependency resolution ignores custom repositories;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-374;MNG-4529;Major;Closed;maven fails on IBM JDK 1.5.0 with exception IllegalAccessException: Field is final;Portability;0;0;0;1;0;0;0
MAVEN_PROJECT-375;MNG-4490;Major;Closed;Inconsistent handling of POMs;Reliability;1;0;0;0;0;0;0
MAVEN_PROJECT-376;MNG-2961;Minor;Closed;DefaultArtifact getBaseVersion is changed to xxxx-SNAPSHOT only if you first call isSnapshot();FR;0;0;0;0;0;0;1
MAVEN_PROJECT-377;MNG-2909;Major;Closed;zero length files can be created for metadata;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-378;MNG-5270;Minor;Closed;README.bootstrap.txt says Ant 1.6.5 or later BUT 1.8 or later is needed;Usability;0;0;1;0;0;0;0
MAVEN_PROJECT-379;MNG-2958;Minor;Closed;Correct spelling of dependencies in debug log;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-380;MNG-2739;Major;Closed;Repository entries are not validated and NPE will occur;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-381;MNG-4086;Major;Closed;[regression] Explicitly using plugin metaversions crashes plugin manager;FR;1;0;0;0;0;0;0
MAVEN_PROJECT-382;MNG-5711;Blocker;Closed;LinkageError org.apache.maven.surefire.shade.org.apache.maven.shared.utils.io.IOUtil;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-383;MNG-1900;Major;Closed;Error while deploying when using scpexe protocol with non-default scp/ssh executables;Usability;0;0;0;0;0;0;1
MAVEN_PROJECT-384;MNG-3682;Minor;Closed;Ininite loop in MavenMetaDataSource;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-385;MNG-104;Major;Closed;m2 should compile java code with debug info by default;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-386;MNG-2425;Major;Closed;Mojo parameters with no expression does not get added to the parameter list;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-387;MNG-4832;Blocker;Closed;Maven 3 Regression: Missing constructor of org.codehaus.plexus.component.configurator.converters.special.ClassRealmConverter;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-388;MNG-4026;Major;Closed;[regression] Order of project class path does not match POM order during reactor build;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-389;MNG-3350;Minor;Closed;Documentation: Guide to using attached tests specifies wrong classifier;Usability;0;0;1;0;0;0;0
MAVEN_PROJECT-390;MNG-2744;Major;Closed;checksum comparison should be case-insensitive;FR;1;0;0;0;0;0;0
MAVEN_PROJECT-391;MNG-1233;Major;Closed;overriding compile dependency with provided scope doesnt get excluded from a webapp;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-392;MNG-1246;Major;Closed;target/test-classes isnt added to ${project.testClasspathElements} variable;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-393;MNG-4800;Major;Closed;Conflict resolution does not pick sub tree of nearest dependency if farther conflicting dependency has wider scope;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-394;MNG-666;Critical;Closed;need to be able to operate on a Maven 1 repository;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-395;MNG-301;Major;Closed;Online docs to specify the name of a proxy host are wrong;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-396;MNG-87;Minor;Closed;m2 fails build with jdk 1.5.0;Portability;0;0;0;1;0;0;0
MAVEN_PROJECT-397;MNG-5009;Major;Closed;StackOverflowError in DefaultProjectBuilder.build when <module> points at current aggregator POM;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-398;MNG-3810;Trivial;Closed;regression Null Pointer Exception when Activation Profile Property is Empty;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-399;MNG-2843;Major;Closed;Plugins cant get project properties;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-400;MNG-4270;Critical;Closed;ArtifactHandler LifecycleMapping from plugin dependency is not used when plugin extensions are enabled;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-401;MNG-4960;Major;Closed;regression Make-like reactor mode does not build selected project when resuming from one of its prerequisites;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-402;MNG-3310;Major;Closed;JAVACMD set incorrectly when JAVA_HOME is not set;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-403;MNG-3642;Blocker;Closed;back-propagation of resources doesnt handle multiple resources with the same directory;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-404;MNG-592;Critical;Closed;maven-plugin-mapping error retrieving mappings when custom PluginRepository specified;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-405;MNG-4427;Minor;Closed;Bad error message with duplicate dependencies that dont declare a version;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-406;MNG-6057;Critical;Closed;Problem with CI friendly usage of ${..} reactor order is changed;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-407;MNG-245;Major;Closed;transparent plugin downloading not appearing to transform snapshots;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-408;MNG-3221;Major;Closed;Infinite loop in DefaultLifecycleExecutor;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-409;MNG-1981;Major;Closed;move maven snapshots to the apache snapshot repo;FR;0;1;0;0;0;0;0
MAVEN_PROJECT-410;MNG-5770;Major;Closed;mvn cant find Oracle jdk8 on mac;Portability;0;0;0;1;0;0;0
MAVEN_PROJECT-411;MNG-5779;Critical;Closed;NoClassDefFoundError: org/slf4j/spi/LocationAwareLogger when generating javadoc during site reporting;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-412;MNG-3674;Major;Closed;originalModel in MavenProject has shallow clones of plugin instances and can be polluted when plugin versions are resolved;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-413;MNG-2254;Major;Closed;the encoding parameter in xml declaration of POM is ignored ;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-414;MNG-4822;Major;Closed;Invalid wiki page reference for dependency resolutions problems;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-415;MNG-4933;Major;Closed;With a resource directory as maven raise an java.lang.StringIndexOutOfBoundsException:217;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-416;MNG-664;Major;Closed;license is not inherited;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-417;MNG-5895;Major;Closed;Problem with CI friendly usage of ${..} which is already defined via property in pom file.;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-418;MNG-1646;Major;Closed;Optional tag in project dependency doesnt work;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-419;MNG-1220;Major;Closed;NPE in DiagnosisUtils;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-420;MNG-4016;Minor;Closed;Properties with the prefix project/pom are not interpolated from the properties section;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-421;MNG-3680;Major;Closed;POM validation fails on projects in central repo starting with 2.0.10 RCs;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-422;MNG-915;Major;Closed;circular dependency failure in the reactor with activated plugins;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-423;MNG-4231;Major;Closed;Snapshots are not checked for updates;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-424;MNG-2554;Major;Closed;Maven 2.1 trunk does not activate debug logging with the -X/--debug command line options.;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-425;MNG-1998;Major;Closed;the archetype command for creating a plugin got removed from the java plugin guide;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-426;MNG-283;Major;Closed;move MavenSettings.java code into Settings via modello;Maintainability;0;1;0;0;0;0;0
MAVEN_PROJECT-427;MNG-3250;Major;Closed;Changes to maven-artifact didnt made it into new artifact location;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-428;MNG-4792;Major;Closed;Preemptive authentication doesnt work;Security;0;0;0;0;1;0;0
MAVEN_PROJECT-429;MNG-3591;Major;Closed;disable <pluginRepositories/> warning;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-430;MNG-1056;Major;Closed;repository in profile shows in effective settings  but is not used to resolve dependency;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-431;MNG-3853;Major;Closed;[regression] Distribution Management injected by profile is not reflected by MavenProject;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-432;MNG-1979;Major;Closed;LIfecycle state is not enforced in embedder;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-433;MNG-1159;Minor;Closed;update ant-tasks.apt with checksumPolicy change;Maintainability;0;1;0;0;0;0;0
MAVEN_PROJECT-434;MNG-3245;Blocker;Closed;Maven Reporting API is binary incompatible in 2.0.8-SNAPSHOT by r579987;Portability;0;0;0;1;0;0;0
MAVEN_PROJECT-435;MNG-5605;Blocker;Closed;ssh-wagon hangs;Performance;0;0;0;0;0;1;0
MAVEN_PROJECT-436;MNG-3753;Major;Closed;ArtifactResolverDiagnoser.diagnose() fails with NPE if nested IOException has no detail message;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-437;MNG-787;Blocker;Closed;Dependency suggestion in current project should take precedence over transitive dependencies by default;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-438;MNG-3761;Trivial;Closed;Error for invalid settings file should indicate the location of the settings file;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-439;MNG-5165;Minor;Closed;Problem with scp transport wagon-maven-plugin 1.0-beta-3  Maven 2.2.1  Ubuntu 11.04;Portability;0;0;0;1;0;0;0
MAVEN_PROJECT-440;MNG-5620;Major;Closed;Prevent LinkageError when CDI is in the classpath;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-441;MNG-3391;Blocker;Closed;StackOverflowError in DefaultMavenProjectBuilder;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-442;MNG-5042;Major;Closed;Regression CloningClassLoader causes StackOverflowError in groovy;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-443;MNG-3432;Major;Closed;regression Integration test it0042 is broken;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-444;MNG-4768;Major;Closed;Depending on declaration order  nearest matching version does not win when version range is involved in conflict;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-445;MNG-1559;Minor;Closed;Error Nonexistent component org.apache.maven.lifecycle.mapping.LifecycleMappingnar) for clean goal.;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-446;MNG-4072;Major;Closed;regression Repositories from inactive profiles are used for artifact resolution;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-447;MNG-2926;Major;Closed;group search order for plugins is inverted;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-448;MNG-4450;Major;Closed;regression Stub project for missing dependency POMs is not properly created;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-449;MNG-4068;Major;Closed;regression Use proper id for mirrored repository;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-450;MNG-1415;Critical;Closed;quoted arguments are not being protected;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-451;MNG-2814;Major;Closed;OS name is only detected if lower cased;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-452;MNG-26;Major;Closed;The jar mojo dies is the target directory doesnt exist;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-453;MNG-3838;Blocker;Closed;regression Some POMs fail to parse if the are subject to ModelContainer joining;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-454;MNG-410;Major;Closed;mave-eclipse-plugin adds duplicate classpath entry under some circonstances;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-455;MNG-2098;Major;Closed;Artifact resolver incorrectly selects repository which doesnt contain the selected version;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-456;MNG-3314;Critical;Closed;offline build not running when having SNAPSHOT dependencies;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-457;MNG-510;Major;Closed;maven-surefire-plugin Tests on classes surefire depends on run on the dependencies not the projects classes;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-458;MNG-397;Major;Closed;transitive artifacts may not match poms repository definition;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-459;MNG-711;Major;Closed;NPE when calling m2 surefire test;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-460;MNG-3940;Minor;Closed;Interpolation of environment variables is not case-insensitive on Windows;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-461;MNG-4500;Major;Closed;[regression] Maven checks for updates of timestamped snapshots;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-462;MNG-3430;Minor;Closed;Toolchain doesnt match Toolchain extensions;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-463;MNG-3664;Minor;Closed;Various unit tests from maven-core fail when run from a directory with space in its path;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-464;MNG-832;Minor;Closed;bogus plugin appears in plugin-registry.xml;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-465;MNG-2103;Major;Closed;Inheritance of <plugin> overrides that of <execution>;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-466;MNG-1094;Major;Closed;Repositories <uniqueVersion> tag is not inhertied to child POMs;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-467;MNG-534;Major;Closed;Figure doesnt insert in APT file;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-468;MNG-692;Blocker;Closed;Project.getArtifacts() returns artifacts with getFile() pointing to target/classes when that project is in the reactor;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-469;MNG-5064;Critical;Closed;mvn -nsu (--no-snapshot-updates) should not download snapshots (and break local builds);FR;0;0;0;0;0;0;1
MAVEN_PROJECT-470;MNG-162;Major;Closed;add listener for wagon session;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-471;MNG-4900;Major;Closed;Unresolveable build extension when using shade plugin and repositories in profile;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-472;MNG-579;Minor;Closed;dependency of type tld is not added to the package;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-473;MNG-4555;Major;Closed;mvn archetype:generate -o (offline) still results in a checking updates from central;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-474;MNG-2522;null;Closed;Regression for the Eclipse codestyle;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-475;MNG-4074;Major;Closed;cyclic reference with 2.1.0-RC1 that doesnt occur with 2.0.10;Portability;0;0;0;1;0;0;0
MAVEN_PROJECT-476;MNG-4305;Major;Closed;regression ${localRepository.basedir} is not a proper path;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-477;MNG-5164;Minor;Closed;Odd <name> of central in superpom;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-478;MNG-4982;Major;Closed;regression Cycle between transitive dependencies causes bad effective dependency scope;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-479;MNG-4580;Major;Closed;Plugin dependencies for module ignored when building from aggregator project using direct plugin invocation;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-480;MNG-4488;Major;Closed;regression] Parent POMs resolved from repository are validated in strict mode;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-481;MNG-2935;Minor;Closed;settings.xml errors are ignored;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-482;MNG-322;Major;Closed;failure to use local snapshots if they dont exist remotely;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-483;MNG-3431;Minor;Closed;Pom Extensions not supported for Toolchains;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-484;MNG-284;Major;Closed;POMs should be validated at the XML level;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-485;MNG-5459;Major;Closed;failure to resolve pom artifact from snapshotVersion in maven-metadata.xml;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-486;MNG-3217;Major;Closed;a plugins dependencies can influence other plugins in a build;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-487;MNG-4975;Major;Closed;regression plugin executions injected from profile run before instead of after existing executions in the POM;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-488;MNG-5655;Major;Closed;WeakMojoExecutionListener callbacks invoked multiple times in some cases;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-489;MNG-5793;Major;Closed;same class realm registered both with plugin and extensions realm caches;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-490;MNG-1778;Major;Closed;Guide to sun jars points jca to javax.jca but is not in ibiblio;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-491;MNG-2123;Major;Closed;NullPointerException when a dependency uses version range and another uses an actual version incompatible with that range;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-492;MNG-5312;Major;Closed;MavenProject.getParent intolerably slow when import scope used heavily;Performance;0;0;0;0;0;1;0
MAVEN_PROJECT-493;MNG-4987;Major;Closed;regression LATEST  RELEASE or SNAPSHOT version picked from wrong repository when resolution order does not match timestamp order;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-494;MNG-4262;Minor;Closed;Make-like reactor mode fails to find projects selected by relative paths with leading dots;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-495;MNG-918;Trivial;Closed;Typo in ant-tasks page;Usability;0;0;1;0;0;0;0
MAVEN_PROJECT-496;MNG-254;Major;Closed;incorrect rules for scope regarding test dependencies;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-497;MNG-520;Major;Closed;MavenProject(MavenProject) constructor does not copy the artifactId element;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-498;MNG-638;Major;Closed;incorrectly validating 1..1 multiplicity associations in model;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-499;MNG-677;Minor;Closed;Under <reporting> tag  <outputDirectory> is not use;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-500;MNG-2226;Trivial;Closed;The links in the top link row of the main documentation page are doubled.;Usability;0;0;1;0;0;0;0
MAVEN_PROJECT-501;MNG-4574;Major;Closed;[regression] invoker:install uses wrong local repo path when settings.xml contains wildcard mirror;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-502;MNG-5113;Major;Closed;NullPointerException on javadoc site generation;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-503;MNG-3296;Major;Closed;mvn.bat looses error code on windows NT type platforms;Portability;0;0;0;1;0;0;0
MAVEN_PROJECT-504;MNG-4765;Major;Closed;Failing to determine java version for profile;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-505;MNG-2603;Major;Closed;Reactor project sorting broken for plugins;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-506;MNG-1022;Major;Closed;maven-project tests fail (NPE) if a profile is activated;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-507;MNG-3748;Critical;Closed;settings builder doesnt use strict mode in xml parser;FR;0;0;0;0;0;0;1
MAVEN_PROJECT-508;MNG-2054;Critical;Closed;Multiple Inheritence causes plugin executions to run multiple times (Test Case Attached);FR;0;0;0;0;0;0;1
MAVEN_PROJECT-509;MNG-279;Major;Closed;When deploying a artifact tell the user to which repository its deployed to.;FR;0;0;0;0;0;0;1
